Name,Address,Score,Reviews,Budget
OSTERIA AKY,東京都新宿区矢来町82,3.53,10,"￥4,000～￥4,999"
ボカロカ,東京都新宿区百人町1-20-7,-, - ,"￥2,000～￥2,999"
ピザ ブル,東京都新宿区原町1-19,3.05,9, ～￥999
ジーライダー,東京都新宿区荒木町3番地,-, - ,-
ドミノ・ピザ 新宿五丁目店,東京都新宿区新宿5-10-15,3.03,1,-
金の蔵 新宿東口店,東京都新宿区新宿3-35-18,3.00,4,"￥2,000～￥2,999"
金の蔵 新宿靖国通り2号店,東京都新宿区歌舞伎町1-1-19,3.00,5,"￥2,000～￥2,999"
ナポリの窯 早稲田店,東京都新宿区早稲田鶴巻町521,-, - ,-
ドミノピザ 四谷四丁目店,東京都新宿区四谷4-4-3,-, - ,-
マイアミガーデン 新宿東口店,東京都新宿区歌舞伎町1-17-12,3.04,21,"￥1,000～￥1,999"
カプリチョーザ 新宿ワシントンホテル店,東京都新宿区西新宿3-2-9,3.06,23,"￥2,000～￥2,999"
黄金の蔵 新宿西口駅前店,東京都新宿区西新宿1-7-1,3.01,29,"￥3,000～￥3,999"
Le petit Bistro RACLER,東京都新宿区神楽坂5-38,3.09,9,"￥3,000～￥3,999"
ドミノ・ピザ 西新宿店,東京都新宿区,3.00,6,"￥2,000～￥2,999"
金の蔵 新宿西口大ガード店,東京都新宿区西新宿7-1-7,-,1,"￥2,000～￥2,999"
ドミノ・ピザ 江戸川橋店,東京都新宿区山吹町335,-, - ,-
サムライ,東京都新宿区新宿3-35-5,3.02,12,"￥3,000～￥3,999"
トラットリア ターボロ・ディ・フィオーリ 新宿本店,東京都新宿区新宿3-16-13,3.07,34,"￥1,000～￥1,999"
イタリアいざかや タベルナ,東京都新宿区高田馬場2-15-10,3.18,36,"￥3,000～￥3,999"
マルゲリータパリアッチョ 神楽坂店,東京都新宿区神楽坂5-27-2,3.35,85,"￥3,000～￥3,999"
チャオ,東京都新宿区歌舞伎町2-23-7,-, - ,"￥1,000～￥1,999"
サムデイ,東京都新宿区新宿1-34-8,3.00,2,"￥4,000～￥4,999"
金の蔵 高田馬場駅前店,東京都新宿区高田馬場1-34-8,-, - ,"￥2,000～￥2,999"
ラ・パウザ 高田馬場店,東京都新宿区高田馬場1-29-8,3.02,23,"￥1,000～￥1,999"
ポレポレ,東京都新宿区歌舞伎町2-22-8,-,3,"￥3,000～￥3,999"
ピッツェリア トラットリア ニッターナ,東京都新宿区市谷船河原町6,3.07,15,"￥3,000～￥3,999"
