Name,Address,Score,Reviews,Budget
はちまる サイド B,東京都千代田区神田小川町1-7,3.08,7,"￥2,000～￥2,999"
金の蔵 秋葉原万世橋店,東京都千代田区外神田1-15-18,-, - ,-
トムCAT,東京都千代田区紀尾井町4-1,3.08,13,-
スコルピオーネ・スタツィオーネ,東京都千代田区丸の内3-8-3,3.50,122,"￥6,000～￥7,999"
EATALY グランスタ丸の内店,東京都千代田区丸の内1-9-1,3.52,56,"￥3,000～￥3,999"
ピアンタ 神保町,東京都千代田区神田神保町2-12-2,3.11,39,"￥2,000～￥2,999"
ピザハット 神田店,東京都千代田区鍛冶町2丁目11-1,3.00,7,"￥2,000～￥2,999"
オッティモ・キッチン ワテラス店,東京都千代田区神田淡路町2-101,3.06,18,"￥3,000～￥3,999"
カオス・カフェ,東京都千代田区四番町6-4,-, - ,-
マルノウチ カフェ × ワイアードカフェ,東京都千代田区丸ノ内2-4-1,3.06,30,"￥3,000～￥3,999"
金の蔵 お茶の水店,東京都千代田区神田駿河台2-4,3.00,4,"￥2,000～￥2,999"
P Play,東京都千代田区神田佐久間町2-11-1,-, - ,"￥2,000～￥2,999"
トラットリア パパミラノ 東京国際フォーラム店,東京都千代田区丸の内3-5-1,3.07,70,"￥2,000～￥2,999"
金の蔵 秋葉原店,東京都千代田区外神田1-18-18,3.00,1,"￥2,000～￥2,999"
イタリア食堂TOKABO 水道橋店,東京都千代田区神田三崎町2-20-8,3.04,11,"￥3,000～￥3,999"
イタリアン麹町MAR,東京都千代田区一番町15-8,3.02,21,"￥4,000～￥4,999"
クラフトビアマーケット 淡路町店,東京都千代田区神田司町2-9-1,3.51,46,"￥3,000～￥3,999"
