Name,Address,Score,Reviews,Budget
アンティーカ・ピッツェリア・ダ・ミケーレ 恵比寿,東京都渋谷区恵比寿4-4-7,3.60,409,"￥3,000～￥3,999"
UNTITLED,東京都渋谷区宇田川町3-12,3.20,14,"￥3,000～￥3,999"
PIZZA SALVATORE CUOMO 代官山,東京都渋谷区鶯谷町19-19,3.07,34,"￥4,000～￥4,999"
ピッツェリア・ドォーロ 恵比寿店,東京都渋谷区広尾1-3-18,3.08,28,"￥4,000～￥4,999"
ピッツェリア ラブォナヴィータ,東京都渋谷区代々木1-45-3,3.05,5,"￥5,000～￥5,999"
リストランテ・ベニーレベニーレ,東京都渋谷区神宮前4-31-10,3.12,120,"￥5,000～￥5,999"
ピッツェリア・ドォーロ 新宿店,東京都渋谷区代々木2-15-9,3.12,53,"￥4,000～￥4,999"
TENOHA＆STYLE　RESTAURANT,東京都渋谷区代官山町20-23,3.49,37,"￥3,000～￥3,999"
表参道バンブー,東京都渋谷区神宮前5-8-8,3.52,227,"￥5,000～￥5,999"
ヴィッラ ビアンキ 新宿店,東京都渋谷区代々木2-2-1,3.25,23,"￥3,000～￥3,999"
PIZZA SALVATORE CUOMO 代々木,東京都渋谷区代々木3-22-7,3.07,39,"￥3,000～￥3,999"
渋谷 ドラエモン,東京都渋谷区渋谷1-25-6,3.53,46,"￥3,000～￥3,999"
ピンサデローマ 表参道店,東京都渋谷区神宮前1-9-8,3.51,65,"￥2,000～￥2,999"
Ventuno Tokyo,東京都渋谷区宇田川町24-1,3.01,55,"￥2,000～￥2,999"
PIZZERIA SPONTINI カスケード原宿店,東京都渋谷区神宮前1-10-37,3.52,119,"￥1,000～￥1,999"
イルキャンティ 代々木公園店,東京都渋谷区富ケ谷1-44-6,3.18,58,"￥3,000～￥3,999"
ビストロガブリ 初台店,東京都渋谷区初台1-37-11,3.06,10,"￥3,000～￥3,999"
8528,東京都渋谷区宇田川町33-13,3.06,6,"￥3,000～￥3,999"
ゼックス代官山 サルヴァトーレクオモブロス,東京都渋谷区猿楽町11-1,3.54,164,"￥6,000～￥7,999"
イタリア食堂ジュン,東京都渋谷区本町2-46-1,3.06,11,"￥3,000～￥3,999"
goo ITALIANO 渋谷店,東京都渋谷区渋谷1-11-3,3.53,84,"￥4,000～￥4,999"
キャンティ・ノーノ,東京都渋谷区幡ケ谷2-56-5,3.08,26,"￥3,000～￥3,999"
キャンティクアトロ・シェルクラブ,東京都渋谷区笹塚1-50-1,3.29,65,"￥3,000～￥3,999"
バール デ ブー,東京都渋谷区恵比寿南1-8-4,3.22,54,"￥3,000～￥3,999"
1966 DOMANI,東京都渋谷区桜丘町3-4,3.07,11,"￥3,000～￥3,999"
キャンティ・デュエ,東京都渋谷区笹塚2-7-9,3.08,31,"￥3,000～￥3,999"
ノーティ,東京都渋谷区代々木1-31-13,3.04,18,"￥4,000～￥4,999"
CONA 幡ヶ谷店,東京都渋谷区幡ヶ谷2-7-10,3.08,47,"￥2,000～￥2,999"
ペッシェドーロ 新宿店,東京都渋谷区代々木2-2-1,3.47,94,"￥3,000～￥3,999"
DINING&BAR　ZION,東京都渋谷区上原1-35-6,3.04,1,"￥2,000～￥2,999"
Ue CONA 渋谷道玄坂離れ,東京都渋谷区道玄坂1-17-9,3.21,60,"￥2,000～￥2,999"
ワインバー ブーラン,東京都渋谷区神宮前5-6-5,-,5,"￥5,000～￥5,999"
マイアミガーデン 渋谷駅前店,東京都渋谷区道玄坂2-3-1,3.01,33,"￥2,000～￥2,999"
テトテ アパートメント,東京都渋谷区恵比寿3-1-4,3.06,5,"￥3,000～￥3,999"
タパス＆タパス 渋谷宮益坂店,東京都渋谷区渋谷1-13-9,3.08,37,"￥2,000～￥2,999"
ピザ スライス,東京都渋谷区猿楽町1-3,3.58,73,"￥1,000～￥1,999"
カプリチョーザ 渋谷本店,東京都渋谷区東1-3-1,3.08,34,"￥1,000～￥1,999"
金の蔵 渋谷109前店Part1,東京都渋谷区宇田川町26-2,-, - ,"￥2,000～￥2,999"
ヴァカンツァ,東京都渋谷区恵比寿4-27-2,3.58,264,"￥4,000～￥4,999"
800°ディグリーズ ナポリタン ピッツェリア,東京都渋谷区千駄ヶ谷5-24-55,3.54,120,"￥2,000～￥2,999"
リストランテ・エ・ピッツェリア ダ・イーヴォ,東京都渋谷区広尾1-6-10,3.63,183,"￥10,000～￥14,999"
サントロペ,東京都渋谷区恵比寿南1-6-1,3.08,27,"￥2,000～￥2,999"
ドミノ・ピザ 恵比寿店,東京都渋谷区,3.00,2,-
ピッツェリア・ロマーナ・イル・ペンティート,東京都渋谷区代々木3-1-1,3.66,123,"￥6,000～￥7,999"
渋谷チーズスタンド,東京都渋谷区神山町5-8,3.58,143,"￥3,000～￥3,999"
楽天カフェ,東京都渋谷区神南1-20-6,3.06,65,"￥1,000～￥1,999"
きんくら酒場　金の蔵 渋谷東口２号店,東京都渋谷区渋谷1-12-4,3.00,9,"￥2,000～￥2,999"
ピザブレッド工房,東京都渋谷区東2-17-12,-,4,-
コントン,東京都渋谷区西原3-24-12,3.06,7,"￥2,000～￥2,999"
ボナペティ,東京都渋谷区恵比寿西1-13-6,3.06,9,"￥5,000～￥5,999"
ソラピッツァ,東京都渋谷区神宮前2-19-5,-,1,-
トウキョウ・アパートメント・カフェ,東京都渋谷区神宮前1-11-11,3.11,74,"￥1,000～￥1,999"
プルクル,東京都渋谷区代々木1-28-9,3.58,139, ～￥999
ジャンク カフェ トーキョー,東京都渋谷区円山町3-2,3.03,3,-
ロイヤルガーデンカフェ 渋谷店,東京都渋谷区宇田川町4-3,3.27,163,"￥2,000～￥2,999"
Famiglia,東京都渋谷区神宮前2-19-15,3.03,8,"￥6,000～￥7,999"
ペッシェドーロ 渋谷東急東横店,東京都渋谷区渋谷2-24-1,3.07,15,"￥2,000～￥2,999"
ポポラーレ,東京都渋谷区本町3-44-2,3.00,11,"￥2,000～￥2,999"
イルジャン,東京都渋谷区恵比寿南1-4-3,3.14,4,"￥4,000～￥4,999"
金の蔵 渋谷東口店,東京都渋谷区渋谷1-14,3.01,1,"￥2,000～￥2,999"
シェーキーズ 渋谷宇田川店,東京都渋谷区宇田川町32-15,3.01,42, ～￥999
バーチョ ディ　ジュリエッタ 恵比寿店,東京都渋谷区恵比寿4-20-2,3.53,49,"￥5,000～￥5,999"
エンボカ東京,東京都渋谷区元代々木16-16,3.64,182,"￥6,000～￥7,999"
マイアミガーデン 渋谷２号店,東京都渋谷区宇田川町26-9,3.00,16,"￥1,000～￥1,999"
CONA 渋谷百軒店,東京都渋谷区道玄坂2-19-3,3.05,5,"￥3,000～￥3,999"
アル・フォルノ,東京都渋谷区桜丘町2-3,3.59,109,"￥3,000～￥3,999"
ラ・パウザ 原宿竹下通り店,東京都渋谷区神宮前1-19-8,3.00,16,"￥1,000～￥1,999"
CONA 渋谷店,東京都渋谷区道玄坂2-7-5,3.50,224,"￥2,000～￥2,999"
ボナペティートパパ 笹塚店,東京都渋谷区笹塚1-10-6,3.09,33,"￥3,000～￥3,999"
シブヤ イチマルイチ,東京都渋谷区宇田川町34-6,-, - ,"￥3,000～￥3,999"
アキッチョ 笹塚店,東京都渋谷区笹塚2-10-6,-,2,-
PIZZERIA&BAR CERTO! 代々木八幡店,東京都渋谷区富ヶ谷1-53-5,3.00,8,"￥3,000～￥3,999"
金の蔵 渋谷桜丘店,東京都渋谷区桜丘町16-13,3.00,1,"￥2,000～￥2,999"
ピザハット 恵比寿店,東京都渋谷区恵比寿3-42-1,-,1,-
レストランausu,東京都渋谷区千駄ヶ谷4-20-2,3.01,11,"￥3,000～￥3,999"
みんなのKitchen,東京都渋谷区神泉10-16,3.00,15,"￥3,000～￥3,999"
金の蔵 渋谷駅新南口店,東京都渋谷区渋谷3-28-7,3.00,10,"￥2,000～￥2,999"
ピオッピーノ,東京都渋谷区神泉町20-21,3.12,39,"￥2,000～￥2,999"
金の蔵 恵比寿店,東京都渋谷区恵比寿西1-13-2,-,2,"￥2,000～￥2,999"
パンツェロッテリア,東京都渋谷区松濤2-14-12,3.38,17,"￥4,000～￥4,999"
cafe & wine dance,東京都渋谷区代々木5-64-4,3.01,14,-
金の蔵 渋谷宇田川町店,東京都渋谷区宇田川町32-15,-, - ,"￥2,000～￥2,999"
パルテノペ 恵比寿店,東京都渋谷区恵比寿1-22-20,3.64,560,"￥6,000～￥7,999"
金の蔵 渋谷センター街店,東京都渋谷区宇田川町13-11,-,2,"￥2,000～￥2,999"
