Name,Address,Score,Reviews,Budget
EATALY 日本橋三越,東京都中央区日本橋室町1-3-10,3.51,65,"￥3,000～￥3,999"
マエストロ ケイズ,東京都中央区銀座4-6-16,3.53,80,"￥3,000～￥3,999"
PIZZA SALVATORE CUOMO 東銀座,東京都中央区築地1-2-1,3.08,71,"￥2,000～￥2,999"
トラットリア・イタリア 日本橋店,東京都中央区日本橋室町1-7-1,3.07,50,"￥3,000～￥3,999"
俺のイタリアンJAZZ,東京都中央区銀座8-3-11,3.58,208,"￥3,000～￥3,999"
オランジェ コーヴォ,東京都中央区日本橋室町4-3-4,3.10,13,"￥3,000～￥3,999"
ピッツェリア ポンテチェントロ,東京都中央区佃2-1-6,3.27,44,"￥3,000～￥3,999"
プラナ バルカ,東京都中央区日本橋蛎殻町1-3-2,3.23,70,"￥4,000～￥4,999"
SALVATORE CUOMO & BAR 人形町,東京都中央区日本橋人形町1-9-2,3.21,153,"￥3,000～￥3,999"
ジュンジーノ,東京都中央区日本橋人形町2-6-1,3.28,89,"￥3,000～￥3,999"
俺のイタリアン TOKYO,東京都中央区銀座1-8-19,3.57,182,"￥3,000～￥3,999"
oasis GRILL & ITALIAN,東京都中央区銀座1-4-8,3.48,38,"￥4,000～￥4,999"
カフェ ラ・ボエム 銀座,東京都中央区銀座6-4-1,3.10,148,"￥3,000～￥3,999"
銀座シシリア,東京都中央区銀座8-2-8,3.56,148,"￥4,000～￥4,999"
いぞら,東京都中央区銀座6-3-14,-,2,"￥6,000～￥7,999"
イルキャンティ 日本橋店,東京都中央区日本橋室町1-12-5,3.23,97,"￥3,000～￥3,999"
イル・マーレ ブルー,東京都中央区日本橋人形町1-8-2,3.01,37,"￥3,000～￥3,999"
カリーナ・イルキャンティ,東京都中央区銀座3-11-16,3.13,78,"￥3,000～￥3,999"
マッテオ 銀座店,東京都中央区銀座7-2,3.28,92,"￥3,000～￥3,999"
The Kitchen Salvatore Cuomo GINZA,東京都中央区銀座1-13-15,3.29,41,"￥5,000～￥5,999"
カスピタ！東京,東京都中央区八重洲1-5-15,3.09,42,"￥3,000～￥3,999"
ピッツア ダ バッボ,東京都中央区日本橋人形町2-21-1,3.58,158,"￥4,000～￥4,999"
ケシキ,東京都中央区日本橋室町2-1-1,3.59,257,"￥6,000～￥7,999"
ヴォメロ,東京都中央区銀座3-12-8,3.59,191,"￥5,000～￥5,999"
イル ポネンティーノ,東京都中央区銀座7-11-3,3.52,88,"￥6,000～￥7,999"
nero/occhi 銀座コリドー街店,東京都中央区銀座8-3,3.07,53,"￥4,000～￥4,999"
Nori Ginza,東京都中央区銀座3-2-15,3.44,26,"￥3,000～￥3,999"
ピッツェリア イル ヴィアージョ,東京都中央区日本橋箱崎町42-1,3.05,8,"￥1,000～￥1,999"
ヴァション/シアトルズベストコーヒー  日本橋兜町店,東京都中央区日本橋兜町6-5,3.03,6,"￥2,000～￥2,999"
トヨミフィッシャリーズテラス,東京都中央区豊海町3-13,3.03,5,"￥2,000～￥2,999"
トミーナ,東京都中央区築地5-2-1,3.52,109,"￥2,000～￥2,999"
八重洲個室バル バンケット,東京都中央区八重洲1-7-10,-,2,"￥5,000～￥5,999"
ヒルズ ダイニング,東京都中央区銀座3-3-9,3.07,16,"￥3,000～￥3,999"
トラットリア ドゥ タスク,東京都中央区新富2-3-14,3.00,7,"￥5,000～￥5,999"
INTHEBARREL,東京都中央区日本橋3-1-14,3.05,14,"￥3,000～￥3,999"
サンエムズ,東京都中央区月島3-13-1,-, - ,-
築地トゥットベーネ,東京都中央区築地7-10-10,3.77,75,"￥6,000～￥7,999"
カヤバール,東京都中央区日本橋茅場町2-11-1,3.08,22,"￥2,000～￥2,999"
ピッツァバー on 38th,東京都中央区日本橋室町2-1-1,3.60,20,"￥6,000～￥7,999"
360 イタリアン レストラン,東京都中央区銀座7-13-2,3.04,9,"￥5,000～￥5,999"
ラジャベルデ 月島店,東京都中央区明石町2-16,-,1,-
銀座 バーアンドダイニング ウォーターカラー,東京都中央区銀座8-3-12,-,1,"￥8,000～￥9,999"
ドミノ・ピザ 東日本橋店,東京都中央区日本橋横山町9-15,3.00,2,"￥1,000～￥1,999"
一汁三菜イタリア～の,東京都中央区八丁堀3-23-10,3.05,11,"￥5,000～￥5,999"
銀座イタリー亭,東京都中央区銀座1-6-8,3.58,140,"￥5,000～￥5,999"
パパミラノ 八重洲店,東京都中央区八重洲1-3-7,3.06,42,"￥2,000～￥2,999"
CAFFE LARGO,東京都中央区日本橋浜町2-33-3,3.02,11,"￥2,000～￥2,999"
ワインバー ヨロ,東京都中央区勝どき2-9-2,3.06,8,"￥3,000～￥3,999"
トラットリア・バッフォ,東京都中央区銀座3-12-5,3.57,99,"￥6,000～￥7,999"
ラジャヴェッタ 銀座店,東京都中央区明石町2-16,3.00,4,-
TRATTORIA　yue,東京都中央区日本橋室町1-1-5,3.06,17,"￥4,000～￥4,999"
イタリアンバー フォルツァ,東京都中央区湊3-13-15,3.02,13,"￥3,000～￥3,999"
スクエアカフェ 東日本橋 本店,東京都中央区東日本橋2-16-7,3.17,33, ～￥999
カヴァタッピ,東京都中央区築地2-12-14,3.19,23,"￥4,000～￥4,999"
ロマンツァ 銀座店,東京都中央区銀座6‐9‐2,3.10,34,"￥4,000～￥4,999"
コルレオーネ,東京都中央区日本橋蛎殻町1-39-5,3.01,45,"￥3,000～￥3,999"
パパミラノ イタリアワイン食堂 日本橋店,東京都中央区日本橋3-6-2,3.07,17,"￥3,000～￥3,999"
創作居酒屋 レストラン ノア,東京都中央区銀座西2-2,3.06,20,"￥2,000～￥2,999"
デビルクラフト,東京都中央区日本橋室町4-2-3,3.54,134,"￥4,000～￥4,999"
トラットリア デル パチョッコーネ 銀座,東京都中央区銀座1-8-19,3.41,36,"￥4,000～￥4,999"
ピッツェリア イル・タンブレッロ,東京都中央区日本橋堀留町1-2-9,3.61,209,"￥3,000～￥3,999"
