Name,Address,Score,Reviews,Budget
ピッツェリア・カロッツェ,東京都文京区本郷3-23-5,3.06,4,"￥1,000～￥1,999"
青いナポリ　ブルーバー,東京都文京区小石川3-32-1,3.04,4,"￥2,000～￥2,999"
青いナポリ,東京都文京区小石川3-32-1,3.53,155,"￥4,000～￥4,999"
ドミノピザ 白山店,東京都文京区向丘1-12-2,3.01,4,"￥1,000～￥1,999"
８８ピザ部　湯島編,東京都文京区湯島3-45-2,-,1,"￥2,000～￥2,999"
アランジャルシ,東京都文京区湯島4-6-17,3.60,114,"￥3,000～￥3,999"
ピザーラ 文京店,東京都文京区白山3-3-5,3.02,3,-
ハクサン ピザ,東京都文京区白山2-37-4,3.05,10,"￥1,000～￥1,999"
無国籍バル KAIKYO 上野広小路店,東京都文京区湯島3-39-11,3.05,11,"￥3,000～￥3,999"
SPERANZA,東京都文京区音羽2-4-2,3.16,17,"￥3,000～￥3,999"
ピザハット 文京根津店,東京都文京区根津1-23-9,3.02,1,"￥1,000～￥1,999"
ピザーラエクスプレス 東京ドーム店,東京都文京区後楽1-3,3.03,4, ～￥999
トムズキッチン 千石店,東京都文京区本駒込6-2-2,3.05,15,"￥3,000～￥3,999"
ピエトロパスタ ミオミオ 東京ドーム店,東京都文京区後楽1-3-61,3.07,7, ～￥999
トリコローレ,東京都文京区関口1-48-6,3.00,4,-
ぼっかすか,東京都文京区西片1-15-4,3.02,10,"￥4,000～￥4,999"
ピッツキューブ,東京都文京区千石4-40-3,-,1,"￥1,000～￥1,999"
石窯ダイニング DAI,東京都文京区千駄木2-32-4,3.11,12,"￥4,000～￥4,999"
小石川テラス,東京都文京区水道1-3-3,3.00,5,"￥3,000～￥3,999"
ナポリの窯 文京店,東京都文京区本駒込1-27-9,3.02,2,"￥1,000～￥1,999"
ダ ジョルジョ,東京都文京区湯島3-37-14,3.59,104,"￥3,000～￥3,999"
ダ マウ ピッツァ アル フォルノ,東京都文京区本郷4-36-5,3.05,2,"￥2,000～￥2,999"
XEX TOKYO / Salvatore Cuomo Bros.,東京都千代田区丸の内1-9-1,3.58,153,"￥8,000～￥9,999"
Pizzeria D.F Azzurro,東京都千代田区内神田2-7-2,3.03,7,"￥3,000～￥3,999"
CHEESE FAICAL 神田店,東京都千代田区神田鍛冶町3-3,3.24,17,"￥3,000～￥3,999"
ピッツェリア ダ チーボ 東京駅店,東京都千代田区丸の内1-9-1,3.10,70,"￥3,000～￥3,999"
デニーロ 神田店,東京都千代田区神田錦町3-14-3,3.28,27,"￥3,000～￥3,999"
イタリアンダイニングDoNa 有楽町イトシア店,東京都千代田区有楽町2-7-1,3.07,58,"￥1,000～￥1,999"
Di PUNTO 水道橋店,東京都千代田区三崎町2-19-4,-,1,"￥3,000～￥3,999"
オペレッタ ピザ アンド シーフード 丸の内トラストタワー店,東京都千代田区丸の内1-8-3,3.31,30,"￥4,000～￥4,999"
デリツィオーゾ フィレンツェ,東京都千代田区丸の内1-5-1,3.58,111,"￥5,000～￥5,999"
ボッソ,東京都千代田区丸の内1-4-1,3.07,31,"￥3,000～￥3,999"
イタリアンダイニングDona 日比谷店,東京都千代田区有楽町1-2-5,3.07,29,-
トラットリア チャオ,東京都千代田区有楽町2-1-13,3.06,5,"￥5,000～￥5,999"
ニユートーキヨー ビヤレストラン パレスサイドビル店,東京都千代田区一ツ橋1-1-1,3.06,18,"￥3,000～￥3,999"
Italian Barcafe KIMURAYA 飯田橋,東京都千代田区富士見2-9-11,3.24,45,"￥3,000～￥3,999"
PIZZAバル 88 神田店,東京都千代田区岩本町2-1-1,3.01,2,"￥2,000～￥2,999"
トラットリア・アリオリ 秋葉原UDX店,東京都千代田区外神田4-14-1,3.08,53,"￥3,000～￥3,999"
キオッチョラ・ピッツェリア,東京都千代田区外神田4-14-1,3.51,145,"￥3,000～￥3,999"
ラ・ベルデ 日比谷店,東京都千代田区内幸町2-2-2,3.07,60,"￥3,000～￥3,999"
ラ・ベルデ 大手町店,東京都千代田区大手町1-5-1,3.01,56,"￥3,000～￥3,999"
フィオーレ,東京都千代田区二番町3-11,3.18,40,-
ラ・マレンマ 大手町,東京都千代田区大手町1-5-1,3.17,76,"￥4,000～￥4,999"
バルバラ ルミュウ,東京都千代田区有楽町2-5-1,3.26,44,"￥3,000～￥3,999"
ピッツェリアバール ドォーロ 神田店,東京都千代田区鍛冶町1-3-1,3.01,24,"￥3,000～￥3,999"
ピッツェリア ジオ ピッポ,東京都千代田区一ツ橋2-6-12,3.18,25,"￥3,000～￥3,999"
ラ・ベルデ 有楽町店,東京都千代田区有楽町1-10-1,3.01,63,"￥3,000～￥3,999"
イル・ヴィゴーレ 神田神保町店,東京都千代田区神田神保町1-4,3.06,20,"￥2,000～￥2,999"
PIZZA SALVATORE CUOMO 永田町,東京都千代田区永田町2-13-10,3.23,107,"￥3,000～￥3,999"
BETTOLA SANBAL,東京都千代田区神田神保町1-105,3.00,8,"￥3,000～￥3,999"
エノテカ・ドォーロ,東京都千代田区平河町1-9-3,3.53,87,"￥6,000～￥7,999"
バリッシモ 大手町店,東京都千代田区丸の内1-3-2,3.06,9,"￥2,000～￥2,999"
ピッツェリア・ドォーロ 麹町店,東京都千代田区麹町4-3-10,3.41,55,"￥5,000～￥5,999"
GOOD CHEESE GOOD PIZZA,東京都千代田区有楽町1-1-2,3.06,12,"￥3,000～￥3,999"
ぴえもん,東京都千代田区九段北1-4-4,3.42,73,"￥2,000～￥2,999"
PIZZA BAR 裏秋葉原,東京都千代田区神田佐久間町2-24,3.19,33,"￥3,000～￥3,999"
だん家 東京海上日動本館店,東京都千代田区丸の内1-2-1,3.00,7,"￥2,000～￥2,999"
A16 TOKYO,東京都千代田区丸の内2-6-1,3.54,207,"￥4,000～￥4,999"
ビストロ ピン,東京都千代田区神田駿河台2-10-8,3.27,13,"￥3,000～￥3,999"
Nonnki PASTAYA,東京都千代田区神田和泉町1-9-3,3.01,14,"￥2,000～￥2,999"
秋葉原アンチョビ,東京都千代田区神田佐久間町3-26,3.12,12,"￥3,000～￥3,999"
コルティブォーノ 東京,東京都千代田区有楽町2-7-1,3.51,109,"￥3,000～￥3,999"
バー ラッシュ,東京都千代田区飯田橋4-2-6,-, - ,-
マイアミガーデン 水道橋西口店,東京都千代田区三崎町3-7-13,3.01,12,"￥3,000～￥3,999"
アンジェリー フレスカ,東京都千代田区外神田1-15-2,3.01,47, ～￥999
プッチー 九段下店,東京都千代田区神田神保町3-6-6,3.06,6,"￥4,000～￥4,999"
No.4,東京都千代田区四番町5-9,3.58,143, ～￥999
ピッツェリア マルデナポリ ヨドバシAKIBA店,東京都千代田区神田花岡町1-1,3.06,15,"￥1,000～￥1,999"
バリッシモ 有楽町イトシア,東京都千代田区有楽町2-7-1,3.14,79, ～￥999
秋葉原500バル,東京都千代田区神田佐久間町2-8-1,3.05,8,"￥2,000～￥2,999"
ドミノピザ 淡路町店,東京都千代田区神田小川町1-11,-, - ,-
ピッツェリア ピアット,東京都千代田区飯田橋3-10-9,-,1,-
マキタ,東京都千代田区外神田2-10-6,3.43,19,-
ピッツァ ナポレターノ カフェ 御茶ノ水店,東京都千代田区神田小川町3-20-4,3.03,11, ～￥999
ワイン処Oasi,東京都千代田区三崎町2-21-9,3.17,15,"￥4,000～￥4,999"
レストランマルシャン,東京都千代田区神田須田町1-17,3.01,9,"￥6,000～￥7,999"
金の蔵 秋葉原中央口店,東京都千代田区神田相生町1,3.00,4,"￥2,000～￥2,999"
ナポリの下町食堂 お茶の水店,東京都千代田区神田駿河台2-1-45,3.01,57,"￥2,000～￥2,999"
La Fiesta,東京都千代田区九段南2-2-8,3.01,10, ～￥999
BAR Bress A 淡路町店,東京都千代田区神田淡路町2-4-4,-, - ,"￥4,000～￥4,999"
A!TON,東京都千代田区麹町4-5-10,3.05,5,-
だん家 市ヶ谷店,東京都千代田区五番町4-2,3.02,1,"￥2,000～￥2,999"
金の蔵 秋葉原昭和通り店,東京都千代田区神田佐久間町1-24,3.00,2,"￥2,000～￥2,999"
ピッツェリア ルミーノ,東京都千代田区麹町3-7-9,3.06,16,"￥4,000～￥4,999"
マイアミ・ヴィッラ 有楽町イトシアプラザ店,東京都千代田区有楽町2-7-1,3.00,45, ～￥999
マイアミヴィッラ 東京駅グランルーフフロント店,東京都千代田区丸の内1-9-1,3.05,7,"￥1,000～￥1,999"
ダ・ボッチャーノ KITTE丸の内,東京都千代田区丸の内2-7-2,3.51,84,"￥3,000～￥3,999"
ディアンドウ,東京都千代田区神田北乗物町16,3.01,11,"￥4,000～￥4,999"
ラッツダイニング 水道橋店,東京都千代田区三崎町3-2-12,3.03,9,"￥2,000～￥2,999"
フラット,東京都千代田区神田駿河台3-5-8,3.00,2,-
バーアンドダーツ 豚蜂,東京都千代田区外神田5-2-3,-, - ,-
金の蔵 有楽町店,東京都千代田区有楽町2-3-5,-, - ,"￥2,000～￥2,999"
はちまる サイド B,東京都千代田区神田小川町1-7,3.08,7,"￥2,000～￥2,999"
金の蔵 秋葉原万世橋店,東京都千代田区外神田1-15-18,-, - ,-
トムCAT,東京都千代田区紀尾井町4-1,3.08,13,-
スコルピオーネ・スタツィオーネ,東京都千代田区丸の内3-8-3,3.50,122,"￥6,000～￥7,999"
EATALY グランスタ丸の内店,東京都千代田区丸の内1-9-1,3.52,56,"￥3,000～￥3,999"
ピアンタ 神保町,東京都千代田区神田神保町2-12-2,3.11,39,"￥2,000～￥2,999"
ピザハット 神田店,東京都千代田区鍛冶町2丁目11-1,3.00,7,"￥2,000～￥2,999"
オッティモ・キッチン ワテラス店,東京都千代田区神田淡路町2-101,3.06,18,"￥3,000～￥3,999"
カオス・カフェ,東京都千代田区四番町6-4,-, - ,-
マルノウチ カフェ × ワイアードカフェ,東京都千代田区丸ノ内2-4-1,3.06,30,"￥3,000～￥3,999"
金の蔵 お茶の水店,東京都千代田区神田駿河台2-4,3.00,4,"￥2,000～￥2,999"
P Play,東京都千代田区神田佐久間町2-11-1,-, - ,"￥2,000～￥2,999"
トラットリア パパミラノ 東京国際フォーラム店,東京都千代田区丸の内3-5-1,3.07,70,"￥2,000～￥2,999"
金の蔵 秋葉原店,東京都千代田区外神田1-18-18,3.00,1,"￥2,000～￥2,999"
イタリア食堂TOKABO 水道橋店,東京都千代田区神田三崎町2-20-8,3.04,11,"￥3,000～￥3,999"
イタリアン麹町MAR,東京都千代田区一番町15-8,3.02,21,"￥4,000～￥4,999"
クラフトビアマーケット 淡路町店,東京都千代田区神田司町2-9-1,3.51,46,"￥3,000～￥3,999"
ハチョボリーノ,東京都中央区八丁堀3-17-16,3.02,4,"￥3,000～￥3,999"
ベルニーニ 東京,東京都中央区銀座2-11-13,3.18,54,"￥5,000～￥5,999"
テゾーロ,東京都中央区日本橋大伝馬町11-12,3.08,11,"￥4,000～￥4,999"
ボッソ 八重洲店,東京都中央区八重洲1-4-16,3.46,35,"￥4,000～￥4,999"
Bar&Grill G7,東京都中央区銀座7-2-22,3.14,46,"￥4,000～￥4,999"
ラ セコンダメーラ,東京都中央区日本橋人形町1-11-7,3.17,26,"￥3,000～￥3,999"
オアシスバー 水天宮店,東京都中央区日本橋蛎殻町1-26-9,3.02,7,"￥2,000～￥2,999"
ケ  ヴォーリア！,東京都中央区日本橋室町2-2-1,3.31,99,"￥3,000～￥3,999"
otto,東京都中央区八丁堀2-26-6,3.39,21,"￥3,000～￥3,999"
トラットリア リアナ 銀座みゆき通り店,東京都中央区銀座5-10-6,3.08,51,"￥3,000～￥3,999"
カヤバッチョ,東京都中央区日本橋茅場町2-7-3,3.07,32,"￥4,000～￥4,999"
ビア＆ワイン グリル銀座ライオン 銀座七丁目店,東京都中央区銀座7-9-20,3.20,25,"￥3,000～￥3,999"
八重洲バル ヴェルデ,東京都中央区八重洲1-7-12,3.06,17,"￥3,000～￥3,999"
トラットリア　オルトレ,東京都中央区日本橋人形町1-4-10,3.18,13,"￥3,000～￥3,999"
ピッツェリア　イル　ビアンコ,東京都中央区銀座2-13-6,3.06,29,"￥3,000～￥3,999"
肉のヒマラヤ by ポルコロ 築地店,東京都中央区新富2-13-2,3.10,23,"￥4,000～￥4,999"
トラットリア＆ピッツァ バルレッタ 銀座7丁目店,東京都中央区銀座7-2-8,3.07,14,"￥4,000～￥4,999"
タヴェルナ・マルコポーロ,東京都中央区日本橋久松町9-8,3.20,7,"￥5,000～￥5,999"
ゼックス　日本橋 サルヴァトーレ クオモ ブロス,東京都中央区日本橋室町2丁目4-3,3.16,54,"￥6,000～￥7,999"
ピッツェリア ダ チーボ コレド日本橋店,東京都中央区日本橋1-4-1,3.12,70,"￥2,000～￥2,999"
イゾリーナ,東京都中央区銀座6-7-6,3.51,91,"￥5,000～￥5,999"
EATALY 日本橋三越,東京都中央区日本橋室町1-3-10,3.51,65,"￥3,000～￥3,999"
マエストロ ケイズ,東京都中央区銀座4-6-16,3.53,80,"￥3,000～￥3,999"
PIZZA SALVATORE CUOMO 東銀座,東京都中央区築地1-2-1,3.08,71,"￥2,000～￥2,999"
トラットリア・イタリア 日本橋店,東京都中央区日本橋室町1-7-1,3.07,50,"￥3,000～￥3,999"
俺のイタリアンJAZZ,東京都中央区銀座8-3-11,3.58,208,"￥3,000～￥3,999"
オランジェ コーヴォ,東京都中央区日本橋室町4-3-4,3.10,13,"￥3,000～￥3,999"
ピッツェリア ポンテチェントロ,東京都中央区佃2-1-6,3.27,44,"￥3,000～￥3,999"
プラナ バルカ,東京都中央区日本橋蛎殻町1-3-2,3.23,70,"￥4,000～￥4,999"
SALVATORE CUOMO & BAR 人形町,東京都中央区日本橋人形町1-9-2,3.21,153,"￥3,000～￥3,999"
ジュンジーノ,東京都中央区日本橋人形町2-6-1,3.28,89,"￥3,000～￥3,999"
俺のイタリアン TOKYO,東京都中央区銀座1-8-19,3.57,182,"￥3,000～￥3,999"
oasis GRILL & ITALIAN,東京都中央区銀座1-4-8,3.48,38,"￥4,000～￥4,999"
カフェ ラ・ボエム 銀座,東京都中央区銀座6-4-1,3.10,148,"￥3,000～￥3,999"
銀座シシリア,東京都中央区銀座8-2-8,3.56,148,"￥4,000～￥4,999"
いぞら,東京都中央区銀座6-3-14,-,2,"￥6,000～￥7,999"
イルキャンティ 日本橋店,東京都中央区日本橋室町1-12-5,3.23,97,"￥3,000～￥3,999"
イル・マーレ ブルー,東京都中央区日本橋人形町1-8-2,3.01,37,"￥3,000～￥3,999"
カリーナ・イルキャンティ,東京都中央区銀座3-11-16,3.13,78,"￥3,000～￥3,999"
マッテオ 銀座店,東京都中央区銀座7-2,3.28,92,"￥3,000～￥3,999"
The Kitchen Salvatore Cuomo GINZA,東京都中央区銀座1-13-15,3.29,41,"￥5,000～￥5,999"
カスピタ！東京,東京都中央区八重洲1-5-15,3.09,42,"￥3,000～￥3,999"
ピッツア ダ バッボ,東京都中央区日本橋人形町2-21-1,3.58,158,"￥4,000～￥4,999"
ケシキ,東京都中央区日本橋室町2-1-1,3.59,257,"￥6,000～￥7,999"
ヴォメロ,東京都中央区銀座3-12-8,3.59,191,"￥5,000～￥5,999"
イル ポネンティーノ,東京都中央区銀座7-11-3,3.52,88,"￥6,000～￥7,999"
nero/occhi 銀座コリドー街店,東京都中央区銀座8-3,3.07,53,"￥4,000～￥4,999"
Nori Ginza,東京都中央区銀座3-2-15,3.44,26,"￥3,000～￥3,999"
ピッツェリア イル ヴィアージョ,東京都中央区日本橋箱崎町42-1,3.05,8,"￥1,000～￥1,999"
ヴァション/シアトルズベストコーヒー  日本橋兜町店,東京都中央区日本橋兜町6-5,3.03,6,"￥2,000～￥2,999"
トヨミフィッシャリーズテラス,東京都中央区豊海町3-13,3.03,5,"￥2,000～￥2,999"
トミーナ,東京都中央区築地5-2-1,3.52,109,"￥2,000～￥2,999"
八重洲個室バル バンケット,東京都中央区八重洲1-7-10,-,2,"￥5,000～￥5,999"
ヒルズ ダイニング,東京都中央区銀座3-3-9,3.07,16,"￥3,000～￥3,999"
トラットリア ドゥ タスク,東京都中央区新富2-3-14,3.00,7,"￥5,000～￥5,999"
INTHEBARREL,東京都中央区日本橋3-1-14,3.05,14,"￥3,000～￥3,999"
サンエムズ,東京都中央区月島3-13-1,-, - ,-
築地トゥットベーネ,東京都中央区築地7-10-10,3.77,75,"￥6,000～￥7,999"
カヤバール,東京都中央区日本橋茅場町2-11-1,3.08,22,"￥2,000～￥2,999"
ピッツァバー on 38th,東京都中央区日本橋室町2-1-1,3.60,20,"￥6,000～￥7,999"
360 イタリアン レストラン,東京都中央区銀座7-13-2,3.04,9,"￥5,000～￥5,999"
ラジャベルデ 月島店,東京都中央区明石町2-16,-,1,-
銀座 バーアンドダイニング ウォーターカラー,東京都中央区銀座8-3-12,-,1,"￥8,000～￥9,999"
ドミノ・ピザ 東日本橋店,東京都中央区日本橋横山町9-15,3.00,2,"￥1,000～￥1,999"
一汁三菜イタリア～の,東京都中央区八丁堀3-23-10,3.05,11,"￥5,000～￥5,999"
銀座イタリー亭,東京都中央区銀座1-6-8,3.58,140,"￥5,000～￥5,999"
パパミラノ 八重洲店,東京都中央区八重洲1-3-7,3.06,42,"￥2,000～￥2,999"
CAFFE LARGO,東京都中央区日本橋浜町2-33-3,3.02,11,"￥2,000～￥2,999"
ワインバー ヨロ,東京都中央区勝どき2-9-2,3.06,8,"￥3,000～￥3,999"
トラットリア・バッフォ,東京都中央区銀座3-12-5,3.57,99,"￥6,000～￥7,999"
ラジャヴェッタ 銀座店,東京都中央区明石町2-16,3.00,4,-
TRATTORIA　yue,東京都中央区日本橋室町1-1-5,3.06,17,"￥4,000～￥4,999"
イタリアンバー フォルツァ,東京都中央区湊3-13-15,3.02,13,"￥3,000～￥3,999"
スクエアカフェ 東日本橋 本店,東京都中央区東日本橋2-16-7,3.17,33, ～￥999
カヴァタッピ,東京都中央区築地2-12-14,3.19,23,"￥4,000～￥4,999"
ロマンツァ 銀座店,東京都中央区銀座6‐9‐2,3.10,34,"￥4,000～￥4,999"
コルレオーネ,東京都中央区日本橋蛎殻町1-39-5,3.01,45,"￥3,000～￥3,999"
パパミラノ イタリアワイン食堂 日本橋店,東京都中央区日本橋3-6-2,3.07,17,"￥3,000～￥3,999"
創作居酒屋 レストラン ノア,東京都中央区銀座西2-2,3.06,20,"￥2,000～￥2,999"
デビルクラフト,東京都中央区日本橋室町4-2-3,3.54,134,"￥4,000～￥4,999"
トラットリア デル パチョッコーネ 銀座,東京都中央区銀座1-8-19,3.41,36,"￥4,000～￥4,999"
ピッツェリア イル・タンブレッロ,東京都中央区日本橋堀留町1-2-9,3.61,209,"￥3,000～￥3,999"
居食房しぶいち,東京都江戸川区瑞江4-41-7,3.00,2,"￥3,000～￥3,999"
洋風酒場 アネモネ,東京都江戸川区東葛西5-4-11,3.07,11,"￥3,000～￥3,999"
イタリアン＆ワインバー CONA 小岩店,東京都江戸川区南小岩7-27-7,3.05,19,"￥2,000～￥2,999"
バルケッタ 葛西店,東京都江戸川区東葛西8-28-11,3.05,10,"￥3,000～￥3,999"
CONA 西葛西店,東京都江戸川区西葛西3-15-10,3.08,20,"￥2,000～￥2,999"
ピザポケット 瑞江店,東京都江戸川区瑞江3-35-1,-,1,-
サンマリノ,東京都江戸川区西葛西6-14-2,3.00,3,-
ピザハット 一之江店,東京都江戸川区江戸川3-18-7,-,1,"￥1,000～￥1,999"
ポポラマーマ イトーヨーカドー葛西店,東京都江戸川区東葛西9-3-3,3.03,9, ～￥999
ポポラマーマ 平井店,東京都江戸川区平井3-30-1,3.03,12, ～￥999
ベネディーレ,東京都江戸川区南小岩8‐11‐8,3.03,8,-
ピザ・ウィリー 小岩店,東京都江戸川区東小岩5-26-13,3.03,1,-
金魚,東京都江戸川区西小岩1-27-24,-,3,"￥2,000～￥2,999"
ドミノ・ピザ 江戸川松島店,東京都江戸川区松島1-43-12,3.00,3,"￥1,000～￥1,999"
マリノステリア,東京都江戸川区東葛西6-4-16,3.05,17,"￥3,000～￥3,999"
ジョリーパスタ 小松川店,東京都江戸川区東小松川1-6-4,3.02,8,"￥1,000～￥1,999"
ドミノ・ピザ 江戸川中葛西店,東京都江戸川区中葛西3-29-6,3.00,3,"￥1,000～￥1,999"
ケンズキッチン,東京都江戸川区南小岩7-22-12,3.07,9,-
ポポラマーマ 小岩店,東京都江戸川区西小岩1-23-17,3.04,7, ～￥999
リム 小岩店,東京都江戸川区南小岩7-26-10,3.02,2,-
ボローニア,東京都江戸川区南小岩8-13-10,3.16,26,"￥3,000～￥3,999"
ドミノピザ 西葛西店,東京都江戸川区西葛西6-22-4,3.00,2,-
小麦の郷 ライフ篠崎店,東京都江戸川区篠崎7-27-1,3.02,5,-
チェスティーノ・ダ・プランツォ,東京都江戸川区船堀2-13-3,-,1,-
ポポラマーマ 瑞江店,東京都江戸川区瑞江2-5-21,3.01,11, ～￥999
ピッツキューブ,東京都江戸川区西小岩4-1-19,3.08,24,"￥1,000～￥1,999"
ピッツァオーラ,東京都江戸川区西小岩1-19-34,3.05,10,-
雪の窯珈琲,東京都江戸川区船堀4-12-8,3.15,11,"￥2,000～￥2,999"
Mura Bar 葛西店,東京都江戸川区中葛西5-43-1,3.18,8,"￥2,000～￥2,999"
ポップコーン,東京都江戸川区東葛西6-2-1,-, - ,-
ピザポケット 葛西店,東京都江戸川区中葛西5-30-12,3.00,2,"￥1,000～￥1,999"
イタリアンレストラン シシリア,東京都江戸川区西葛西6-12-7,3.08,22,-
ピザポケット 小岩店,東京都江戸川区南小岩8-2-18,-,1,"￥2,000～￥2,999"
カプリチョーザ 西葛西店,東京都江戸川区西葛西6-17-17,3.07,23,"￥2,000～￥2,999"
ポポラマーマ 西葛西店,東京都江戸川区西葛西6-18-3,3.02,6,"￥1,000～￥1,999"
ピザーラ 小松川店,東京都江戸川区中央1-2-2,-, - ,-
ピザーラ　 葛西店,東京都江戸川区中葛西5-20-10,3.00,2,-
ZUZU,東京都板橋区徳丸3-15-2,3.57,64,"￥3,000～￥3,999"
BRIOACE,東京都板橋区成増1-28-14,3.05,8,"￥3,000～￥3,999"
Felicita,東京都板橋区相生町8-3,3.04,5,"￥2,000～￥2,999"
サンドリアン,東京都板橋区赤塚3-29-27,-, - ,-
ママノ ピザ 大山店,東京都板橋区大山東町24-17,-,2,-
ピザダーノ 板橋本町店,東京都板橋区本町12-2,3.03,2,"￥1,000～￥1,999"
オンザロード,東京都板橋区南常盤台2-16-12,3.03,1,"￥1,000～￥1,999"
ぱっくん,東京都板橋区蓮根2-19-17,3.00,2,"￥1,000～￥1,999"
月,東京都板橋区仲町38-6,-,2,"￥2,000～￥2,999"
ベルペイ,東京都板橋区徳丸7-24-13,3.00,1,"￥1,000～￥1,999"
ピザハット 下赤塚店,東京都板橋区赤塚新町1-25-5,-,2,"￥1,000～￥1,999"
Mojah大山,東京都板橋区大山東町28-2,-,3,"￥2,000～￥2,999"
PIZZERIA　TATSU,東京都板橋区仲宿52-18,3.04,9,"￥1,000～￥1,999"
イタリアごはんとおやつ クラリ,東京都板橋区赤塚2-9-12,3.08,15,"￥3,000～￥3,999"
ピアンタ 仲宿店,東京都板橋区板橋3-10-5,3.06,19,"￥2,000～￥2,999"
ドミノピザ 中台店,東京都板橋区中台3-3-7,3.01,1,-
ピザハット 高島平店,東京都板橋区高島平1-3-15,3.00,1,"￥1,000～￥1,999"
ジョリーパスタ 高島平店,東京都板橋区高島平3-3-7,3.02,4,-
ビストロ スイレン,東京都板橋区清水町79-8,3.03,5,"￥2,000～￥2,999"
オステリア　ピッカンテ　ウノ,東京都板橋区徳丸2-7-3,3.09,17,"￥2,000～￥2,999"
ピッツアソリデラ イオンスタイル板橋前野町店,東京都板橋区前野町4-21-22,3.02,2,-
ナポリの窯 大山店,東京都板橋区大山東町9-5,3.01,2,-
ピザ･パスタ･ワインバル 三井,東京都板橋区高島平1-30-12,3.03,6,"￥2,000～￥2,999"
カプリチョーザ イオン板橋ショッピングセンター店,東京都板橋区徳丸2-6-1,3.02,16,"￥1,000～￥1,999"
ドミノピザ 赤塚店,東京都板橋区赤塚7-5-3,-,1,"￥1,000～￥1,999"
レストラン 木曜館,東京都板橋区南常盤台1-3-7,3.00,4,-
ドミノピザ 高島平店,東京都板橋区高島平1-7-6,-, - ,-
